"","Month","Year_mon","variable","value","Wtr_Year"
"611","January",Jan 1983,"0317",686.2986,1983
"612","February",Feb 1983,"0317",521.5151,1983
"613","March",Mar 1983,"0317",NA,1983
"614","April",Apr 1983,"0317",802.623,1983
"615","May",May 1983,"0317",847.6518,1983
"616","June",Jun 1983,"0317",781.0467,1983
"617","July",Jul 1983,"0317",681.6081,1983
"618","August",Aug 1983,"0317",428.9186,1983
"619","September",Sep 1983,"0317",748.2132,1983
"620","October",Oct 1983,"0317",468.8813,1984
"621","November",Nov 1983,"0317",593.6429,1984
"622","December",Dec 1983,"0317",727.575,1984
"623","January",Jan 1984,"0317",889.8663,1984
"624","February",Feb 1984,"0317",616.061,1984
"625","March",Mar 1984,"0317",420.1463,1984
"626","April",Apr 1984,"0317",334.3727,1984
"627","May",May 1984,"0317",620.9345,1984
"628","June",Jun 1984,"0317",648.2261,1984
"629","July",Jul 1984,"0317",702.2463,1984
"630","August",Aug 1984,"0317",781.0467,1984
"631","September",Sep 1984,"0317",1121.577,1984
"632","October",Oct 1984,"0317",856.0947,1985
"633","November",Nov 1984,"0317",711.6273,1985
"634","December",Dec 1984,"0317",612.1622,1985
"635","January",Jan 1985,"0317",869.2281,1985
"636","February",Feb 1985,"0317",897.3711,1985
"637","March",Mar 1985,"0317",611.1875,1985
"638","April",Apr 1985,"0317",670.3509,1985
"639","May",May 1985,"0317",905.814,1985
"640","June",Jun 1985,"0317",610.2128,1985
"641","July",Jul 1985,"0317",999.624,1985
"642","August",Aug 1985,"0317",630.6815,1985
"643","September",Sep 1985,"0317",514.6922,1985
"644","October",Oct 1985,"0317",567.326,1986
"645","November",Nov 1985,"0317",NA,1986
"646","December",Dec 1985,"0317",1074.672,1986
"647","January",Jan 1986,"0317",584.8706,1986
"648","February",Feb 1986,"0317",873.9186,1986
"649","March",Mar 1986,"0317",686.2986,1986
"650","April",Apr 1986,"0317",460.109,1986
"651","May",May 1986,"0317",559.5284,1986
"652","June",Jun 1986,"0317",389.9306,1986
"653","July",Jul 1986,"0317",390.9053,1986
"654","August",Aug 1986,"0317",651.1502,1986
"655","September",Sep 1986,"0317",691.9272,1986
"656","October",Oct 1986,"0317",707.8749,1987
"657","November",Nov 1986,"0317",714.4416,1987
"658","December",Dec 1986,"0317",754.7799,1987
"659","January",Jan 1987,"0317",579.9971,1987
"660","February",Feb 1987,"0317",762.2847,1987
"661","March",Mar 1987,"0317",588.7694,1987
"662","April",Apr 1987,"0317",684.05275,1987
"663","May",May 1987,"0317",549.7814,1987
"664","June",Jun 1987,"0317",529.3127,1987
"665","July",Jul 1987,"0317",639.4538,1987
"666","August",Aug 1987,"0317",643.3526,1987
"667","September",Sep 1987,"0317",511.7681,1987
"668","October",Oct 1987,"0317",837.3327,1988
"669","November",Nov 1987,"0317",833.5803,1988
"670","December",Dec 1987,"0317",918.0093,1988
"671","January",Jan 1988,"0317",541.938033333333,1988
"672","February",Feb 1988,"0317",574.1489,1988
"673","March",Mar 1988,"0317",579.0224,1988
"674","April",Apr 1988,"0317",NA,1988
"675","May",May 1988,"0317",408.4499,1988
"676","June",Jun 1988,"0317",342.1703,1988
"677","July",Jul 1988,"0317",462.0584,1988
"678","August",Aug 1988,"0317",566.3513,1988
"679","September",Sep 1988,"0317",473.7548,1988
"680","October",Oct 1988,"0317",661.8719,1989
"681","November",Nov 1988,"0317",440.12765,1989
"682","December",Dec 1988,"0317",528.338,1989
"683","January",Jan 1989,"0317",893.14965,1989
"684","February",Feb 1989,"0317",834.5184,1989
"685","March",Mar 1989,"0317",918.0093,1989
"686","April",Apr 1989,"0317",489.35,1989
"687","May",May 1989,"0317",383.1077,1989
"688","June",Jun 1989,"0317",548.8067,1989
"689","July",Jul 1989,"0317",313.904,1989
"690","August",Aug 1989,"0317",542.9585,1989
"691","September",Sep 1989,"0317",718.194,1989
"692","October",Oct 1989,"0317",491.78675,1990
"693","November",Nov 1989,"0317",797.9325,1990
"694","December",Dec 1989,"0317",689.99635,1990
"695","January",Jan 1990,"0317",568.993333333333,1990
"696","February",Feb 1990,"0317",802.623,1990
"697","March",Mar 1990,"0317",362.639,1990
"698","April",Apr 1990,"0317",391.88,1990
"699","May",May 1990,"0317",401.627,1990
"700","June",Jun 1990,"0317",304.157,1990
"701","July",Jul 1990,"0317",421.121,1990
"702","August",Aug 1990,"0317",489.35,1990
"703","September",Sep 1990,"0317",577.073,1990
"704","October",Oct 1990,"0317",489.35,1991
"705","November",Nov 1990,"0317",343.145,1991
"706","December",Dec 1990,"0317",NA,1991
"707","January",Jan 1991,"0317",572.1995,1991
"708","February",Feb 1991,"0317",372.386,1991
"709","March",Mar 1991,"0317",538.085,1991
"710","April",Apr 1991,"0317",294.41,1991
"711","May",May 1991,"0317",323.651,1991
"712","June",Jun 1991,"0317",284.663,1991
"713","July",Jul 1991,"0317",440.615,1991
"714","August",Aug 1991,"0317",654.8185,1991
"715","September",Sep 1991,"0317",765.099,1991
"716","October",Oct 1991,"0317",877.671,1992
"717","November",Nov 1991,"0317",408.125,1992
"718","December",Dec 1991,"0317",542.9585,1992
"719","January",Jan 1992,"0317",586.82,1992
"720","February",Feb 1992,"0317",284.663,1992
"721","March",Mar 1992,"0317",469.856,1992
"722","April",Apr 1992,"0317",362.639,1992
"723","May",May 1992,"0317",440.615,1992
"724","June",Jun 1992,"0317",503.9705,1992
"725","July",Jul 1992,"0317",421.121,1992
"726","August",Aug 1992,"0317",284.663,1992
"727","September",Sep 1992,"0317",187.193,1992
"728","October",Oct 1992,"0317",401.627,1993
"729","November",Nov 1992,"0317",430.868,1993
"730","December",Dec 1992,"0317",671.289,1993
"731","January",Jan 1993,"0317",538.085,1993
"732","February",Feb 1993,"0317",547.832,1993
"733","March",Mar 1993,"0317",455.2355,1993
"734","April",Apr 1993,"0317",508.844,1993
"735","May",May 1993,"0317",265.169,1993
"736","June",Jun 1993,"0317",479.603,1993
"737","July",Jul 1993,"0317",372.386,1993
"738","August",Aug 1993,"0317",245.675,1993
"739","September",Sep 1993,"0317",274.916,1993
"740","October",Oct 1993,"0317",538.085,1994
"741","November",Nov 1993,"0317",635.555,1994
"742","December",Dec 1993,"0317",690.051,1994
"743","January",Jan 1994,"0317",538.085,1994
"744","February",Feb 1994,"0317",573.824,1994
"745","March",Mar 1994,"0317",577.073,1994
"746","April",Apr 1994,"0317",445.4885,1994
"747","May",May 1994,"0317",402.6017,1994
"748","June",Jun 1994,"0317",488.3753,1994
"749","July",Jul 1994,"0317",432.8174,1994
"750","August",Aug 1994,"0317",467.9066,1994
"751","September",Sep 1994,"0317",294.41,1994
"752","October",Oct 1994,"0317",324.9506,1995
"753","November",Nov 1994,"0317",285.6377,1995
"754","December",Dec 1994,"0317",425.9945,1995
"755","January",Jan 1995,"0317",325.6004,1995
"756","February",Feb 1995,"0317",493.2488,1995
"757","March",Mar 1995,"0317",282.7136,1995
"758","April",Apr 1995,"0317",297.3341,1995
"759","May",May 1995,"0317",411.86135,1995
"760","June",Jun 1995,"0317",269.0678,1995
"761","July",Jul 1995,"0317",459.1343,1995
"762","August",Aug 1995,"0317",464.0078,1995
"763","September",Sep 1995,"0317",471.8054,1995
"764","October",Oct 1995,"0317",332.4233,1996
"765","November",Nov 1995,"0317",490.3247,1996
"766","December",Dec 1995,"0317",659.617166666667,1996
"767","January",Jan 1996,"0317",656.9984,1996
"768","February",Feb 1996,"0317",706.9368,1996
"769","March",Mar 1996,"0317",400.6523,1996
"770","April",Apr 1996,"0317",366.5378,1996
"771","May",May 1996,"0317",386.0318,1996
"772","June",Jun 1996,"0317",403.5764,1996
"773","July",Jul 1996,"0317",568.3007,1996
"774","August",Aug 1996,"0317",619.9598,1996
"775","September",Sep 1996,"0317",670.3509,1996
"776","October",Oct 1996,"0317",558.5537,1997
"777","November",Nov 1996,"0317",NA,1997
"778","December",Dec 1996,"0317",626.7827,1997
"779","January",Jan 1997,"0317",489.35,1997
"780","February",Feb 1997,"0317",428.9186,1997
"781","March",Mar 1997,"0317",377.2595,1997
"782","April",Apr 1997,"0317",383.1077,1997
"783","May",May 1997,"0317",379.2089,1997
"784","June",Jun 1997,"0317",324.6257,1997
"785","July",Jul 1997,"0317",398.7029,1997
"786","August",Aug 1997,"0317",546.8573,1997
"787","September",Sep 1997,"0317",605.3393,1997
"788","October",Oct 1997,"0317",424.37,1998
"789","November",Nov 1997,"0317",540.0344,1998
"790","December",Dec 1997,"0317",433.7921,1998
"791","January",Jan 1998,"0317",339.73355,1998
"792","February",Feb 1998,"0317",542.9585,1998
"793","March",Mar 1998,"0317",365.5631,1998
"794","April",Apr 1998,"0317",428.9186,1998
"795","May",May 1998,"0317",396.7535,1998
"796","June",Jun 1998,"0317",604.3646,1998
"797","July",Jul 1998,"0317",618.0104,1998
"798","August",Aug 1998,"0317",492.2741,1998
"799","September",Sep 1998,"0317",560.5031,1998
"800","October",Oct 1998,"0317",396.7535,1999
"801","November",Nov 1998,"0317",530.2874,1999
"802","December",Dec 1998,"0317",568.78805,1999
"803","January",Jan 1999,"0317",623.8586,1999
"804","February",Feb 1999,"0317",458.1596,1999
"805","March",Mar 1999,"0317",406.5005,1999
"806","April",Apr 1999,"0317",442.5644,1999
"807","May",May 1999,"0317",391.88,1999
"808","June",Jun 1999,"0317",490.81205,1999
"809","July",Jul 1999,"0317",500.0717,1999
"810","August",Aug 1999,"0317",461.0837,1999
"811","September",Sep 1999,"0317",761.3466,1999
"812","October",Oct 1999,"0317",715.3797,2000
"813","November",Nov 1999,"0317",339.2462,2000
"814","December",Dec 1999,"0317",412.3487,2000
"815","January",Jan 2000,"0317",498.1223,2000
"816","February",Feb 2000,"0317",325.11305,2000
"817","March",Mar 2000,"0317",340.2209,2000
"818","April",Apr 2000,"0317",466.9319,2000
"819","May",May 2000,"0317",578.0477,2000
"820","June",Jun 2000,"0317",250.5485,2000
"821","July",Jul 2000,"0317",689.1129,2000
"822","August",Aug 2000,"0317",618.0104,2000
"823","September",Sep 2000,"0317",459.1343,2000
"824","October",Oct 2000,"0317",622.8839,2001
"825","November",Nov 2000,"0317",436.22885,2001
"826","December",Dec 2000,"0317",556.11695,2001
"827","January",Jan 2001,"0317",686.2986,2001
"828","February",Feb 2001,"0317",547.34465,2001
"829","March",Mar 2001,"0317",428.9186,2001
"830","April",Apr 2001,"0317",304.400675,2001
"831","May",May 2001,"0317",257.3714,2001
"832","June",Jun 2001,"0317",251.5232,2001
"833","July",Jul 2001,"0317",736.956,2001
"834","August",Aug 2001,"0317",582.9212,2001
"835","September",Sep 2001,"0317",405.5258,2001
"836","October",Oct 2001,"0317",420.1463,2002
"837","November",Nov 2001,"0317",302.2076,2002
"838","December",Dec 2001,"0317",414.2981,2002
"839","January",Jan 2002,"0317",519.5657,2002
"840","February",Feb 2002,"0317",467.9066,2002
"841","March",Mar 2002,"0317",384.0824,2002
"842","April",Apr 2002,"0317",524.4392,2002
"843","May",May 2002,"0317",565.3766,2002
"844","June",Jun 2002,"0317",398.7029,2002
"845","July",Jul 2002,"0317",522.4898,2002
"846","August",Aug 2002,"0317",505.9199,2002
"847","September",Sep 2002,"0317",593.6429,2002
"848","October",Oct 2002,"0317",633.6056,2003
"849","November",Nov 2002,"0317",313.904,2003
"850","December",Dec 2002,"0317",650.1755,2003
"851","January",Jan 2003,"0317",591.778,2003
"852","February",Feb 2003,"0317",437.6909,2003
"853","March",Mar 2003,"0317",417.2222,2003
"854","April",Apr 2003,"0317",334.3727,2003
"855","May",May 2003,"0317",330.4739,2003
"856","June",Jun 2003,"0317",430.868,2003
"857","July",Jul 2003,"0317",648.2261,2003
"858","August",Aug 2003,"0317",394.8041,2003
"859","September",Sep 2003,"0317",407.96255,2003
"860","October",Oct 2003,"0317",375.3101,2004
"861","November",Nov 2003,"0317",319.7522,2004
"862","December",Dec 2003,"0317",494.2235,2004
"863","January",Jan 2004,"0317",556.6043,2004
"864","February",Feb 2004,"0317",474.7295,2004
"865","March",Mar 2004,"0317",427.45655,2004
"866","April",Apr 2004,"0317",489.35,2004
"867","May",May 2004,"0317",392.8547,2004
"868","June",Jun 2004,"0317",478.6283,2004
"869","July",Jul 2004,"0317",449.87465,2004
"870","August",Aug 2004,"0317",279.7895,2004
"871","September",Sep 2004,"0317",209.6111,2004
"872","October",Oct 2004,"0317",335.3474,2005
"873","November",Nov 2004,"0317",374.3354,2005
"874","December",Dec 2004,"0317",324.6257,2005
"875","January",Jan 2005,"0317",585.8453,2005
"876","February",Feb 2005,"0317",547.832,2005
"877","March",Mar 2005,"0317",537.1103,2005
"878","April",Apr 2005,"0317",311.9546,2005
"879","May",May 2005,"0317",381.1583,2005
"880","June",Jun 2005,"0317",501.0464,2005
"881","July",Jul 2005,"0317",527.3633,2005
"882","August",Aug 2005,"0317",415.2728,2005
"883","September",Sep 2005,"0317",492.2741,2005
"884","October",Oct 2005,"0317",357.7655,2006
"885","November",Nov 2005,"0317",368.4872,2006
"886","December",Dec 2005,"0317",543.9332,2006
"887","January",Jan 2006,"0317",584.8706,2006
"888","February",Feb 2006,"0317",534.1862,2006
"889","March",Mar 2006,"0317",471.8054,2006
"890","April",Apr 2006,"0317",358.7402,2006
"891","May",May 2006,"0317",481.06505,2006
"892","June",Jun 2006,"0317",531.2621,2006
"893","July",Jul 2006,"0317",623.8586,2006
"894","August",Aug 2006,"0317",567.326,2006
"895","September",Sep 2006,"0317",512.25545,2006
"896","October",Oct 2006,"0317",678.7938,2007
"897","November",Nov 2006,"0317",425.9945,2007
"898","December",Dec 2006,"0317",322.6763,2007
"899","January",Jan 2007,"0317",461,2007
"900","February",Feb 2007,"0317",490,2007
"901","March",Mar 2007,"0317",434,2007
"902","April",Apr 2007,"0317",375,2007
"903","May",May 2007,"0317",400,2007
"904","June",Jun 2007,"0317",531,2007
"905","July",Jul 2007,"0317",561,2007
"906","August",Aug 2007,"0317",601,2007
"907","September",Sep 2007,"0317",368,2007
"908","October",Oct 2007,"0317",293,2008
"909","November",Nov 2007,"0317",501,2008
"910","December",Dec 2007,"0317",398.5,2008
"911","January",Jan 2008,"0317",366,2008
"912","February",Feb 2008,"0317",501,2008
"913","March",Mar 2008,"0317",445.5,2008
"914","April",Apr 2008,"0317",310,2008
"915","May",May 2008,"0317",444,2008
"916","June",Jun 2008,"0317",436.5,2008
"917","July",Jul 2008,"0317",484,2008
"918","August",Aug 2008,"0317",419.5,2008
"919","September",Sep 2008,"0317",448,2008
"920","October",Oct 2008,"0317",290,2009
"921","November",Nov 2008,"0317",345,2009
"922","December",Dec 2008,"0317",365,2009
"923","January",Jan 2009,"0317",516,2009
"924","February",Feb 2009,"0317",425,2009
"925","March",Mar 2009,"0317",308,2009
"926","April",Apr 2009,"0317",376,2009
"927","May",May 2009,"0317",287.333333333333,2009
"928","June",Jun 2009,"0317",NA,2009
"929","July",Jul 2009,"0317",575,2009
"930","August",Aug 2009,"0317",620.5,2009
"931","September",Sep 2009,"0317",302,2009
"932","October",Oct 2009,"0317",530,2010
"933","November",Nov 2009,"0317",254,2010
"934","December",Dec 2009,"0317",411.5,2010
"935","January",Jan 2010,"0317",289,2010
"936","February",Feb 2010,"0317",403,2010
"937","March",Mar 2010,"0317",519,2010
"938","April",Apr 2010,"0317",310.5,2010
"939","May",May 2010,"0317",285,2010
"940","June",Jun 2010,"0317",451,2010
"941","July",Jul 2010,"0317",546,2010
"942","August",Aug 2010,"0317",652,2010
"943","September",Sep 2010,"0317",567,2010
"944","October",Oct 2010,"0317",564,2011
"945","November",Nov 2010,"0317",279.5,2011
"946","December",Dec 2010,"0317",527,2011
"947","January",Jan 2011,"0317",542,2011
"948","February",Feb 2011,"0317",502,2011
"949","March",Mar 2011,"0317",447,2011
"950","April",Apr 2011,"0317",387.5,2011
"951","May",May 2011,"0317",NA,2011
"952","June",Jun 2011,"0317",595,2011
"953","July",Jul 2011,"0317",764.5,2011
"954","August",Aug 2011,"0317",NA,2011
"955","September",Sep 2011,"0317",822,2011
"956","October",Oct 2011,"0317",666,2012
"957","November",Nov 2011,"0317",556,2012
"958","December",Dec 2011,"0317",466,2012
"959","January",Jan 2012,"0317",377,2012
"960","February",Feb 2012,"0317",479,2012
"961","March",Mar 2012,"0317",437,2012
"962","April",Apr 2012,"0317",297,2012
"963","May",May 2012,"0317",364,2012
"964","June",Jun 2012,"0317",508,2012
"965","July",Jul 2012,"0317",631,2012
"966","August",Aug 2012,"0317",696,2012
"967","September",Sep 2012,"0317",760,2012
"968","October",Oct 2012,"0317",759,2013
"969","November",Nov 2012,"0317",242,2013
"970","December",Dec 2012,"0317",278,2013
"971","January",Jan 2013,"0317",452,2013
"972","February",Feb 2013,"0317",507,2013
"973","March",Mar 2013,"0317",470,2013
"974","April",Apr 2013,"0317",643,2013
"975","May",May 2013,"0317",475,2013
"976","June",Jun 2013,"0317",567,2013
"977","July",Jul 2013,"0317",NA,2013
"978","August",Aug 2013,"0317",698,2013
"979","September",Sep 2013,"0317",575,2013
"980","October",Oct 2013,"0317",305,2014
"981","November",Nov 2013,"0317",437,2014
"982","December",Dec 2013,"0317",582,2014
"983","January",Jan 2014,"0317",475,2014
"984","February",Feb 2014,"0317",355,2014
"985","March",Mar 2014,"0317",347,2014
"986","April",Apr 2014,"0317",417,2014
"987","May",May 2014,"0317",371,2014
"988","June",Jun 2014,"0317",725,2014
"989","July",Jul 2014,"0317",669,2014
"990","August",Aug 2014,"0317",723,2014
"991","September",Sep 2014,"0317",712,2014
"992","October",Oct 2014,"0317",402,2015
"993","November",Nov 2014,"0317",323,2015
"994","December",Dec 2014,"0317",221,2015
"995","January",Jan 2015,"0317",497,2015
"996","February",Feb 2015,"0317",458,2015
"997","March",Mar 2015,"0317",571,2015
"998","April",Apr 2015,"0317",257,2015
"999","May",May 2015,"0317",679,2015
"1000","June",Jun 2015,"0317",742,2015
"1001","July",Jul 2015,"0317",620,2015
"1002","August",Aug 2015,"0317",567,2015
"1003","September",Sep 2015,"0317",632,2015
"1004","October",Oct 2015,"0317",275,2016
"1005","November",Nov 2015,"0317",313,2016
"1006","December",Dec 2015,"0317",414,2016
"1007","January",Jan 2016,"0317",374,2016
"1008","February",Feb 2016,"0317",413,2016
"1009","March",Mar 2016,"0317",278,2016
"1010","April",Apr 2016,"0317",432,2016
"1011","May",May 2016,"0317",625,2016
"1012","June",Jun 2016,"0317",650,2016
"1013","July",Jul 2016,"0317",565,2016
"1014","August",Aug 2016,"0317",586,2016
"1015","September",Sep 2016,"0317",630,2016
"1016","October",Oct 2016,"0317",342,2017
"1017","November",Nov 2016,"0317",191,2017
"1018","December",Dec 2016,"0317",290,2017
"1019","January",Jan 2017,"0317",369,2017
"1020","February",Feb 2017,"0317",261,2017
"1021","March",Mar 2017,"0317",229.5,2017
"1022","April",Apr 2017,"0317",305,2017
"1023","May",May 2017,"0317",324,2017
"1024","June",Jun 2017,"0317",587,2017
"1025","July",Jul 2017,"0317",459,2017
"1026","August",Aug 2017,"0317",557,2017
"1027","September",Sep 2017,"0317",742,2017
"1028","October",Oct 2017,"0317",729,2018
"1029","November",Nov 2017,"0317",175,2018
"1030","December",Dec 2017,"0317",382,2018
"1031","January",Jan 2018,"0317",318,2018
"1032","February",Feb 2018,"0317",471,2018
"1033","March",Mar 2018,"0317",467,2018
"1034","April",Apr 2018,"0317",246,2018
"1035","May",May 2018,"0317",561,2018
"1036","June",Jun 2018,"0317",627,2018
"1037","July",Jul 2018,"0317",666,2018
"1038","August",Aug 2018,"0317",611,2018
"1039","September",Sep 2018,"0317",630,2018
"1040","October",Oct 2018,"0317",333.5,2019
"1041","November",Nov 2018,"0317",273,2019
